scenario,gridiv,time,QH,QE,QN,QS,T2,after_spinup,hour,name,type,paved,bldgs,green_fraction,green_blue_fraction,impervious_fraction
future_plus_2p5c,2,2024-04-13 03:00:00,16.345831015741286,14.366910644466863,-1.718058985688171,-32.43080064589632,29.563541681724654,True,3,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 04:00:00,16.9048719636611,13.244894891112125,-3.215788520499375,-33.3655553752726,29.751528104407843,True,4,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 05:00:00,18.20064828713737,13.121569712333411,0.0917997775273851,-31.230418221943395,29.91679756264026,True,5,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 06:00:00,20.659318864190087,21.260300510520874,29.136044783587774,-12.783574591123186,30.324030690320352,True,6,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 07:00:00,32.82902808118252,38.78716409689309,102.6932142776324,31.077022099556785,31.4285425897267,True,7,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 08:00:00,59.34207121224179,53.915572480415705,199.13831289905218,85.8806692063947,32.73361711429474,True,8,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 09:00:00,92.59544240519214,64.08687804166713,299.26274535322665,142.5804249063674,34.023316956567044,True,9,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 10:00:00,114.76083082486548,75.91740602421719,377.56490565645186,186.88666880736915,35.410644765077365,True,10,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 11:00:00,139.51921618472133,98.70937277439343,489.82110032869224,251.59251136957755,36.5061987771395,True,11,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 12:00:00,157.30652523165233,104.07113369730116,537.4209313061128,276.0432723771593,36.25038316834139,True,12,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 13:00:00,147.8408378851092,82.5266737489327,455.1539179255715,224.7864062915296,35.15471040456251,True,13,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 14:00:00,123.09926928539299,70.9227193832564,369.4263025308496,175.40431386220018,34.31306167563922,True,14,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 15:00:00,83.98403437477211,71.8060335316472,279.8724317112091,124.08236380478984,33.522133239783706,True,15,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 16:00:00,32.58122927360202,77.75109020287984,173.18447191098525,62.852152434503374,32.4821745782103,True,16,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 17:00:00,8.645479117955206,57.425840434457136,67.9942959181786,1.9229763657662613,31.668771134980204,True,17,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 18:00:00,5.841748241061805,34.083925310118175,9.431236963655023,-30.494436587524955,31.071513262015998,True,18,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 19:00:00,6.435731205099528,25.456299956728632,-2.370258014222705,-34.262289176050864,30.40546399706956,True,19,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 20:00:00,9.954777463824461,21.055441868021546,-1.468118506021666,-32.47833783786767,29.980926095358395,True,20,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 21:00:00,14.40351452648716,16.480766811200436,-1.1479520526482456,-32.03223339033584,29.927001938048658,True,21,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 22:00:00,18.297761012321015,12.564634030125232,-1.1365753235177658,-31.998970365964013,29.976203087901197,True,22,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-13 23:00:00,20.753167615612515,10.224498783128634,-0.806226773855465,-31.78389317259661,30.04583475318991,True,23,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 00:00:00,22.367261362837585,8.760160972511423,-0.42265020106234075,-31.55007253641135,30.09866049668509,True,0,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 01:00:00,23.23838540684154,8.016156028234407,-0.11324335920861638,-31.367784794284564,29.99029670126076,True,1,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 02:00:00,23.334225174412225,7.839273368412068,-0.376313611748529,-31.54981215457282,29.94684481876131,True,2,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 03:00:00,22.64478459849036,8.235647607656755,-1.2314122836094514,-32.11184448975657,30.050499064203034,True,3,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 04:00:00,22.086215289946526,8.700561336338199,-1.4694549161190453,-32.256231542403775,30.135877474606342,True,4,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 05:00:00,22.496843840089507,10.680679143590696,4.932205875791735,-28.245317107888468,30.205520968396602,True,5,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 06:00:00,26.36850701259651,23.165435454484214,49.31083725374643,-0.22310521333429664,30.56544242230562,True,6,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 07:00:00,47.87040442478488,44.23466750805395,152.4679438601071,60.36287192726826,31.646573678812526,True,7,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 08:00:00,89.30471950210249,67.02328628116275,300.56322871975675,144.23522293649148,33.483267077125724,True,8,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 09:00:00,127.21489439639048,91.79888493032037,446.57901845771244,227.5652391310016,35.58098452746089,True,9,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 10:00:00,157.7822707007219,107.15483368188971,550.894901837616,285.95779745500437,37.77235011727032,True,10,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 11:00:00,172.64013514415117,118.58379982101184,609.2749306110269,318.0509956458639,38.09226479803904,True,11,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 12:00:00,183.81537592581174,117.6599417658228,628.6543525699968,327.1790348783623,36.977417600385934,True,12,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 13:00:00,100.56074537777438,174.2399434553022,559.6864253856558,284.8857365525791,34.98213168489405,True,13,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 14:00:00,37.02685439668529,185.61593354434982,427.2107867148374,204.56799877380226,33.78018733100226,True,14,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 15:00:00,49.57830671323512,121.63539838115753,306.99434347527335,135.7806383808807,33.16787531472138,True,15,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 16:00:00,45.781704132224974,71.27417603913638,180.68694736001382,63.63106718865245,33.112570980923394,True,16,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 17:00:00,19.354002986108917,45.30966532285246,66.51975746525882,1.8560891562974424,32.4170944232516,True,17,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 18:00:00,1.3060727851766343,36.388786193815434,9.019182496126454,-28.67567648286561,31.098705489868095,True,18,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 19:00:00,2.499929713345008,29.26684124880437,-0.8744866883847647,-32.64125765053414,30.226172611992762,True,19,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 20:00:00,9.721609404912124,21.707204153626403,-0.027383669113529813,-31.456197227652055,29.910714136714997,True,20,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 21:00:00,15.948907241095306,15.406869540740983,0.0,-31.355776781836287,30.04873634769751,True,21,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 22:00:00,20.182153572658127,11.166630689488187,-3.372709519074608e-15,-31.348784262146314,30.174965610188952,True,22,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-14 23:00:00,21.744394090691355,9.60353644073896,8.526512829121202e-16,-31.34793053143031,30.20202281080319,True,23,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,2,2024-04-15 00:00:00,22.291386296115817,9.056339128014761,0.0,-31.347725424130576,30.224548276300514,True,0,Serendib Rise,refuge,0.572,0.068,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 00:00:00,-18.09047119094329,2.011626100879248,-13.720182555396207,2.3586625346678365,29.904613371217156,False,0,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 01:00:00,-20.372675537376722,3.9582017303706256,-12.940078547878782,3.4743952591273146,29.473964321999947,False,1,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 02:00:00,-21.173008619734173,4.933237073083928,-11.768074770720707,4.471696775929536,28.942060497649702,False,2,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 03:00:00,-20.990573409774676,4.772493484680793,-11.74326676247498,4.474813162618903,28.758113353420544,False,3,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 04:00:00,-20.535512692480705,4.3342385681366915,-11.82191927345797,4.379354850886045,28.773999774620364,False,4,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 05:00:00,-19.224371967833957,3.9584407070999212,-8.440537928558296,6.82539333217574,28.8382188183969,False,5,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 06:00:00,-12.083774441355567,5.091537478699487,21.761353040238948,28.753590002895027,29.280317775016428,False,6,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 07:00:00,7.969622392421759,10.12058503719773,104.59986847292555,86.50966104330605,30.238902024628057,False,7,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 08:00:00,44.0433443175182,14.580218169662166,232.25576624821198,173.63220376103163,30.888810356191126,False,8,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 09:00:00,90.63522968137367,15.497194745412335,372.6949995313605,266.5625751045745,32.382054751112186,False,9,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 10:00:00,129.16673733034608,14.277612029989912,478.815365048104,335.371015687768,34.71369936900276,False,10,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 11:00:00,154.51490348032647,11.197072861784116,541.8108248917107,376.09884854960006,36.50691974257606,False,11,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 12:00:00,161.00587552207833,7.804806301467906,544.5371083296741,375.72642650612784,36.89180729199295,False,12,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 13:00:00,151.73356341503472,6.791051518109949,508.9144988212047,350.38988388806,36.497210470262296,False,13,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 14:00:00,136.2559301630141,5.764291797547794,456.6694129930813,314.6491910325194,35.750616442935154,False,14,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 15:00:00,106.95323469600663,4.688632869612344,359.55293815573674,247.9110705901178,34.85308495691671,False,15,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 16:00:00,66.31716286655436,3.720231217281805,229.59304302984344,159.5556489460073,34.09990531354252,False,16,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 17:00:00,22.23715470379905,2.7317440540872084,94.234297316677,69.26539855879075,33.277328932647826,False,17,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 18:00:00,-7.173695737446561,1.7110037379999559,9.755024296985551,15.217716296432156,32.02838640257545,False,18,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 19:00:00,-16.169466788788924,1.0700314231549612,-12.218753009092305,2.8806823565416573,30.903129945381764,False,19,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 20:00:00,-16.751256093500178,0.8354571190698387,-12.009783389436754,3.9060155849935874,30.419728293313696,False,20,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 21:00:00,-16.5147002701845,0.7341105932546464,-10.53554286997113,5.245046806958725,30.18158153644004,False,21,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 22:00:00,-16.08484993390078,0.6397233441239405,-9.149517636894313,6.295608952882525,29.873580701145524,False,22,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-02 23:00:00,-12.194624587194113,0.6807803067358686,-7.957875441646753,3.5559688388114914,29.778315322349794,False,23,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 00:00:00,26.21936129611727,1.8908636772402982,-7.160179564695961,-35.27040453805353,31.162636083651318,False,0,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 01:00:00,26.620318298247042,1.8138162487447549,-6.417985711754603,-34.8521202587464,30.820033297532728,False,1,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 02:00:00,26.933659889540795,1.7459243977632468,-5.871730015580488,-34.55131430288453,30.492610190075567,False,2,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 03:00:00,27.006698398024238,1.713100153301083,-5.881325715397243,-34.601124266722564,30.296754033134576,False,3,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 04:00:00,26.91892650754291,1.7197816450892083,-6.205950829106787,-34.84465898173891,30.26575909981038,False,4,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 05:00:00,28.039874868718467,1.8267019956725203,-2.897298741909197,-32.76387560630018,30.25351205497698,False,5,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 06:00:00,40.67086225483734,2.142819047649192,31.913370363979414,-10.900310938507113,30.52450789932762,False,6,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 07:00:00,83.68855894865818,3.171279651229364,139.88147646259094,53.02163786270338,31.60223802907682,False,7,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 08:00:00,150.12668921132115,5.725676811823054,300.6403047951267,144.78793877198254,33.54736252136724,False,8,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 09:00:00,212.42317439829824,9.213025941651585,450.1477987071427,228.51159836719285,36.737691027685564,False,9,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 10:00:00,254.0118061208682,12.135516936656048,551.2614603876649,285.11413733014064,39.858601135046364,False,10,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 11:00:00,281.40672100691677,13.090858572235872,615.044107357024,320.5465277778714,40.452022025601245,False,11,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 12:00:00,294.70440456191665,15.093620239331182,647.3789385621998,337.58091376095194,38.621354671287236,False,12,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 13:00:00,275.41167129717434,22.41459392924678,613.9973710094088,316.1711057829877,37.29022242017147,False,13,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 14:00:00,221.58629438550807,41.26668237310855,528.7376109336072,265.8846341749906,35.80742066375924,False,14,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 15:00:00,146.73816112174964,58.619019635349964,390.63588561195314,185.2787048548535,34.00549865332321,False,15,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 16:00:00,85.32985406660245,49.754116501633376,222.4717452949152,87.38777472667937,32.96451607670084,False,16,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 17:00:00,46.5802012997572,28.086024955179564,84.08855960441913,9.422333349482361,32.54482232390323,False,17,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 18:00:00,24.58895252688778,14.088159142112787,5.458660925121862,-33.218450743878705,32.22113889199647,False,18,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 19:00:00,19.705201713402804,9.061393300516533,-12.797088667185806,-41.56368368110514,31.86188421358176,False,19,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 20:00:00,20.539608409573848,6.67068182298744,-12.27735140136373,-39.487641633925016,31.5750666751938,False,20,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 21:00:00,21.62686384189121,5.292674541861799,-10.910611638099619,-37.83015002185263,31.510885603277632,False,21,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 22:00:00,22.32543771570502,4.712942819663997,-9.903640009706422,-36.942020545075444,31.413730839375784,False,22,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-03 23:00:00,22.84814700471134,4.357964286255819,-9.3575099301989,-36.563621221166066,31.282115373236195,False,23,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 00:00:00,23.410193298296928,3.9152941035084834,-9.119532001381348,-36.445019403186755,31.07506263600854,False,0,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 01:00:00,24.21408391986384,3.398597555950321,-8.43586082226711,-36.048542298081266,30.655233407163013,False,1,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 02:00:00,24.868247562163347,2.9543999399391137,-7.929770015891812,-35.752417517994274,30.395374511251166,False,2,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 03:00:00,25.201209679090514,2.635496516233812,-7.983778794652124,-35.82048498997645,30.273643216529262,False,3,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 04:00:00,25.383541401690618,2.393099917815334,-8.201105792201618,-35.977747111707565,30.28071809673879,False,4,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 05:00:00,26.675557446077764,2.0900424223204666,-5.507372034987959,-34.27297190338619,30.50576325519127,False,5,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 06:00:00,39.136438726077564,2.714235485228772,28.881042562335683,-12.969631648970648,31.1274696643618,False,6,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 07:00:00,77.70612249852162,4.722493555613275,127.65105832807306,45.222442273938164,32.53379424408654,False,7,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 08:00:00,137.0961183384395,6.877888719923071,272.0632722725798,128.0892652142172,34.40157997727044,False,8,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 09:00:00,197.25990090167076,8.785006664569032,414.8823112341516,208.8374036679118,36.72224260617201,False,9,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 10:00:00,249.29051888534957,10.49558915291061,540.9145650836741,281.128457045414,38.486899889787075,False,10,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 11:00:00,293.01355516174084,10.145487706148307,640.9338575796615,337.7748147117724,38.1326368360885,False,11,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 12:00:00,308.90150820319786,9.106652530184798,666.3707381728988,348.36257743951614,37.35462647099686,False,12,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 13:00:00,288.4536942560518,8.1371321221973,608.1756319608656,311.5848055826166,36.86005168895239,False,13,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 14:00:00,258.5519249735676,7.047115519605815,535.3260161342838,269.7269756411104,36.19507003034161,False,14,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 15:00:00,217.81567383749902,5.608563697945194,435.31969318676084,211.89545565131667,35.1190429240562,False,15,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 16:00:00,153.03106965290974,4.336593435667806,276.72196333246205,119.35430024388451,34.1210758139228,False,16,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 17:00:00,83.76794361313505,3.3575259678439267,113.30765872429737,26.182189143318382,33.21825303137634,False,17,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 18:00:00,38.256829304130875,2.702895345896607,10.831759919182588,-30.127964730844894,32.45474684887915,False,18,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 19:00:00,23.553722532888447,2.379838993373193,-17.86454499076483,-43.79810651702647,31.839771176597484,False,19,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 20:00:00,21.225478234728627,2.292025628854805,-20.08772579195861,-43.60522965554204,31.511446954738897,False,20,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 21:00:00,20.667862343903888,2.319639995790201,-20.0631033246802,-43.050605664374295,31.38470424950964,False,21,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 22:00:00,20.788589707156564,2.345960730907685,-19.101272466816635,-42.235822904880884,31.19473647618989,False,22,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-04 23:00:00,21.420252268539954,2.277625906591705,-17.352541780475963,-41.05041995560762,30.949486074580054,False,23,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 00:00:00,21.93060591190333,2.1941392610706827,-16.26070687335512,-40.385452046329135,30.75916466122776,False,0,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 01:00:00,22.287292454177045,2.1329919141975613,-15.666309910881823,-40.08659427925643,30.54092934664251,False,1,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 02:00:00,22.78966936950732,2.0478810239848193,-14.708664119475396,-39.54621451296754,30.229796671604845,False,2,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 03:00:00,23.652904804479515,1.9156359593853836,-12.858165850890202,-38.4267066147551,29.81288378675528,False,3,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 04:00:00,24.60032529951749,1.7884849500679545,-10.787058728960007,-37.17586897854545,29.454380120105863,False,4,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 05:00:00,26.526377563449216,1.7474203462564446,-6.001694177576121,-34.275492087281776,29.291632170395598,False,5,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 06:00:00,40.89708515735341,2.1241865944836573,32.5578631409628,-10.46340861087426,29.807012011378436,False,6,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 07:00:00,85.11544328728296,3.389430917267672,143.44380616074025,54.938931956189606,31.411327011559404,False,7,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 08:00:00,154.4976561347306,5.606084096377676,310.8307081814606,150.7269679503523,33.62694067778328,False,8,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 09:00:00,221.13717571463542,9.003225894078064,470.5481736731174,240.40777206440393,36.82205492177023,False,9,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 10:00:00,268.53124739662127,12.101677336501291,586.7339238442838,306.10099911116123,39.73839425869488,False,10,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
future_plus_2p5c,3,2024-03-05 11:00:00,304.6587859264541,11.720413544151905,667.7946795675236,351.41548009691763,39.352166550831036,False,11,Taman Melati,refuge,0.567,0.073,0.18,0.26,0.6399999999999999
